equipment,date,variable1,variable2
000005,2016-02-15,349.7,7.0
000005,2016-02-16,362.6,7.0
000005,2016-02-17,322.0,6.0
000005,2016-02-18,142.3,3.0
000005,2016-02-19,0.0,0.0
000005,2016-02-20,0.0,0.0
000005,2016-02-21,0.0,0.0
000005,2016-02-22,303.3,6.0
000005,2016-02-23,332.1,6.0
000005,2016-02-24,310.9,7.0
000005,2016-02-25,151.9,4.0
000005,2016-03-02,175.1,4.0
000006,2015-09-23,19.8,0.0
000006,2015-09-24,189.7,3.0
000006,2015-09-25,0.0,0.0
000006,2015-09-26,0.0,0.0
000006,2015-09-27,0.0,0.0
000006,2015-09-28,287.8,5.0
000006,2015-09-29,280.0,4.0
000006,2015-09-30,432.9,6.0
000006,2015-10-01,206.1,3.0
000006,2015-10-02,0.0,0.0
000006,2015-10-03,0.0,0.0
000006,2015-10-04,0.0,0.0
000006,2015-10-05,388.2,6.0
000006,2015-10-06,447.0,7.0
000006,2015-10-07,376.6,5.0
000006,2015-10-08,177.6,2.0
000006,2015-10-09,0.0,0.0
000006,2015-10-10,0.0,0.0
000006,2015-10-11,0.0,0.0
000006,2015-10-12,197.6,3.0
000006,2015-10-13,373.9,5.0
000006,2015-10-14,231.3,3.0
000006,2015-10-15,220.2,3.0
000006,2015-10-16,0.0,0.0
000006,2015-10-17,0.0,0.0
000006,2015-10-18,0.0,0.0
000006,2015-10-19,295.3,4.0
000006,2015-10-20,262.4,4.0
000006,2015-10-21,367.6,5.0
000006,2015-10-22,220.1,3.0
000006,2015-10-23,0.0,0.0
000006,2015-10-24,0.0,0.0
000006,2015-10-25,0.0,0.0
000006,2015-10-26,315.3,4.0
000006,2015-10-27,322.3,4.0
000006,2015-10-28,303.6,4.0
000006,2015-10-29,0.0,0.0
000006,2015-10-30,0.0,0.0
000006,2015-10-31,0.0,0.0
000006,2015-11-01,0.0,0.0
000006,2015-11-02,295.2,3.0
000006,2015-11-03,367.1,5.0
000006,2015-11-04,341.6,5.0
000006,2015-11-05,49.4,1.0
000006,2015-11-06,0.0,0.0
000006,2015-11-07,0.0,0.0
000006,2015-11-08,0.0,0.0
000006,2015-11-09,284.6,4.0
000006,2015-11-10,243.3,4.0
000006,2015-11-11,249.9,3.0
000006,2015-11-12,161.7,2.0
000006,2015-11-13,0.0,0.0
000006,2015-11-14,0.0,0.0
000006,2015-11-15,0.0,0.0
000006,2015-11-16,0.0,0.0
000006,2015-11-17,0.0,0.0
000006,2015-11-18,0.0,0.0
000006,2015-11-19,0.0,0.0
000006,2015-11-20,0.0,0.0
000006,2015-11-21,0.0,0.0
000006,2015-11-22,0.0,0.0
000006,2015-11-23,0.0,0.0
000006,2015-11-24,0.0,0.0
000006,2015-11-25,0.0,0.0
000006,2015-11-26,0.0,0.0
000006,2015-11-27,0.0,0.0
000006,2015-11-28,0.0,0.0
000006,2015-11-29,0.0,0.0
000006,2015-11-30,0.0,0.0
000006,2015-12-01,0.0,0.0
000006,2015-12-02,0.0,0.0
000006,2015-12-03,0.0,0.0
000006,2015-12-04,0.0,0.0
000006,2015-12-05,0.0,0.0
000006,2015-12-06,0.0,0.0
000006,2015-12-07,0.0,0.0
000006,2015-12-08,0.0,0.0
000006,2015-12-09,0.0,0.0
000006,2015-12-10,0.0,0.0
000006,2015-12-11,0.0,0.0
000006,2015-12-12,0.0,0.0
000006,2015-12-13,0.0,0.0
000006,2015-12-14,0.0,0.0
000006,2015-12-15,0.0,0.0
000006,2015-12-16,0.0,0.0
000006,2015-12-17,0.0,0.0
000006,2015-12-18,0.0,0.0
000006,2015-12-19,0.0,0.0
000006,2015-12-20,0.0,0.0
000006,2015-12-21,0.0,0.0
000006,2015-12-22,0.0,0.0
000006,2015-12-23,0.0,0.0
000006,2015-12-24,0.0,0.0
000006,2015-12-25,0.0,0.0
000006,2015-12-26,0.0,0.0
000006,2015-12-27,0.0,0.0
000006,2015-12-28,0.0,0.0
000006,2015-12-29,0.0,0.0
000006,2015-12-30,0.0,0.0
000006,2015-12-31,0.0,0.0
000006,2016-01-01,0.0,0.0
000006,2016-01-02,0.0,0.0
000006,2016-01-03,0.0,0.0
000006,2016-01-04,0.0,0.0
000006,2016-01-05,0.0,0.0
000006,2016-01-06,0.0,0.0
000006,2016-01-07,0.0,0.0
000006,2016-01-08,0.0,0.0
000006,2016-01-09,0.0,0.0
000006,2016-01-10,0.0,0.0
000006,2016-01-11,0.0,0.0
000006,2016-01-12,0.0,0.0
000006,2016-01-13,0.0,0.0
000006,2016-01-14,0.0,0.0
000006,2016-01-15,0.0,0.0
000006,2016-01-16,0.0,0.0
000006,2016-01-17,0.0,0.0
000006,2016-01-18,0.0,0.0
000006,2016-01-19,0.0,0.0
000006,2016-01-20,0.0,0.0
000006,2016-01-21,0.0,0.0
000006,2016-01-22,0.0,0.0
000006,2016-01-23,0.0,0.0
000006,2016-01-24,0.0,0.0
000006,2016-01-25,0.0,0.0
000006,2016-01-26,0.0,0.0
000006,2016-01-27,0.0,0.0
000006,2016-01-28,0.0,0.0
000006,2016-01-29,0.0,0.0
000006,2016-01-30,0.0,0.0
000006,2016-01-31,0.0,0.0
000006,2016-02-01,0.0,0.0
000006,2016-02-02,0.0,0.0
000006,2016-02-03,0.0,0.0
000006,2016-02-04,0.0,0.0
000006,2016-02-05,0.0,0.0
000006,2016-02-06,0.0,0.0
000006,2016-02-07,0.0,0.0
000006,2016-02-08,0.0,0.0
000006,2016-02-09,0.0,0.0
000006,2016-02-10,0.0,0.0
000006,2016-02-11,0.0,0.0
000006,2016-02-12,0.0,0.0
000006,2016-02-13,0.0,0.0
000006,2016-02-14,0.0,0.0
000006,2016-02-15,0.0,0.0
000006,2016-02-16,0.0,0.0
000006,2016-02-17,0.0,0.0
000006,2016-02-18,0.0,0.0
000006,2016-02-19,0.0,0.0
000006,2016-02-20,0.0,0.0
000006,2016-02-21,0.0,0.0
000006,2016-02-22,0.0,0.0
000006,2016-02-24,242.9,3.0
000006,2016-02-25,166.7,3.0
000006,2016-02-26,0.0,0.0
000006,2016-02-27,0.0,0.0
000006,2016-02-28,0.0,0.0
000006,2016-02-29,260.0,4.0
000006,2016-03-01,398.3,6.0
000006,2016-03-02,449.2,6.0
000006,2016-03-03,189.1,3.0
000006,2016-03-04,0.0,0.0
000006,2016-03-05,0.0,0.0
000006,2016-03-06,0.0,0.0
000006,2016-03-07,258.7,3.0
000006,2016-03-08,340.0,5.0
000006,2016-03-09,105.8,2.0
000006,2016-03-10,0.0,0.0
000006,2016-03-11,0.0,0.0
000006,2016-03-12,0.0,0.0
000006,2016-03-13,0.0,0.0
000006,2016-03-14,0.0,0.0
000006,2016-03-15,0.0,0.0
000006,2016-03-16,0.0,0.0
000006,2016-03-17,0.0,0.0
000006,2016-03-18,0.0,0.0
000006,2016-03-19,0.0,0.0
000006,2016-03-20,0.0,0.0
000006,2016-03-21,0.0,0.0
000006,2016-03-22,0.0,0.0
000006,2016-03-23,0.0,0.0
000006,2016-03-24,0.0,0.0
000006,2016-03-25,0.0,0.0
000006,2016-03-26,0.0,0.0
000006,2016-03-27,0.0,0.0
000006,2016-03-28,0.0,0.0
000006,2016-03-29,0.0,0.0
000006,2016-03-30,0.0,0.0
000006,2016-03-31,0.0,0.0
000006,2016-04-01,0.0,0.0
000006,2016-04-02,0.0,0.0
000006,2016-04-03,0.0,0.0
000006,2016-04-04,0.0,0.0
000006,2016-04-05,0.0,0.0
000006,2016-04-06,0.0,0.0
000006,2016-04-07,0.0,0.0
000006,2016-04-08,0.0,0.0
000006,2016-04-09,0.0,0.0
000006,2016-04-10,0.0,0.0
000006,2016-04-11,0.0,0.0
000006,2016-04-12,0.0,0.0
000006,2016-04-13,0.0,0.0
000006,2016-04-14,0.0,0.0
000006,2016-04-15,0.0,0.0
000006,2016-04-16,0.0,0.0
000006,2016-04-17,0.0,0.0
000006,2016-04-18,0.0,0.0
000006,2016-04-19,0.0,0.0
000006,2016-04-20,0.0,0.0
000006,2016-04-21,0.0,0.0
000006,2016-04-22,0.0,0.0
000006,2016-04-23,0.0,0.0
000006,2016-04-24,0.0,0.0
000006,2016-04-25,0.0,0.0
000006,2016-04-26,0.0,0.0
000006,2016-04-27,0.0,0.0
000006,2016-04-28,0.0,0.0
000006,2016-04-29,0.0,0.0
000006,2016-04-30,0.0,0.0
000006,2016-05-01,0.0,0.0
000006,2016-05-02,0.0,0.0
000006,2016-05-03,0.0,0.0
000006,2016-05-04,0.0,0.0
000006,2016-05-05,0.0,0.0
000006,2016-05-06,0.0,0.0
000006,2016-05-07,0.0,0.0
000006,2016-05-08,0.0,0.0
000006,2016-05-09,0.0,0.0
000006,2016-05-10,0.0,0.0
000006,2016-05-11,0.0,0.0
000006,2016-05-12,0.0,0.0
000006,2016-05-13,0.0,0.0
000006,2016-05-14,0.0,0.0
000006,2016-05-15,0.0,0.0
000006,2016-05-16,0.0,0.0
000006,2016-05-17,0.0,0.0
000006,2016-05-18,0.0,0.0
000006,2016-05-19,0.0,0.0
000006,2016-05-20,0.0,0.0
000006,2016-05-21,0.0,0.0
000006,2016-05-22,0.0,0.0
000006,2016-05-23,0.0,0.0
000006,2016-05-24,0.0,0.0
000006,2016-05-25,0.0,0.0
000006,2016-05-26,0.0,0.0
000006,2016-05-27,0.0,0.0
000006,2016-05-28,0.0,0.0
000006,2016-05-29,0.0,0.0
000006,2016-05-30,0.0,0.0
000006,2016-05-31,0.0,0.0
000006,2016-06-01,0.0,0.0
000006,2016-06-22,0.0,0.0
000006,2016-06-23,0.0,0.0
000006,2016-06-24,0.0,0.0
000006,2016-06-25,0.0,0.0
000006,2016-06-26,0.0,0.0
000006,2016-06-27,187.4,2.0
000006,2016-06-28,325.1,4.0
000006,2016-06-29,336.7,5.0
000006,2016-06-30,199.2,2.0
000006,2016-07-01,0.0,0.0
000006,2016-07-02,0.0,0.0
000006,2016-07-03,0.0,0.0
000006,2016-07-04,233.5,3.0
000006,2016-07-05,75.0,1.0
000006,2016-07-06,2.59999999999,0.0
000006,2016-07-07,0.0,0.0
000006,2016-07-08,0.0,0.0
000006,2016-07-09,0.0,0.0
000006,2016-07-10,0.0,0.0
000006,2016-07-11,0.0,0.0
000006,2016-07-12,0.0,0.0
000006,2016-07-13,0.0,0.0
000006,2016-07-14,0.0,0.0
000006,2016-07-15,0.0,0.0
000006,2016-07-16,0.0,0.0
000006,2016-07-17,0.0,0.0
000006,2016-07-18,0.0,0.0
000006,2016-07-19,0.0,0.0
000006,2016-07-20,0.0,0.0
000006,2016-07-21,0.0,0.0
000006,2016-07-22,0.0,0.0
000006,2016-07-23,0.0,0.0
000006,2016-07-24,0.0,0.0
000006,2016-07-25,0.0,0.0
000006,2016-07-26,0.0,0.0
000006,2016-07-27,0.0,0.0
000006,2016-07-28,0.0,0.0
000006,2016-07-29,0.0,0.0
000006,2016-07-30,0.0,0.0
000006,2016-07-31,0.0,0.0
000006,2016-08-01,311.3,4.0
000006,2016-08-02,483.5,6.0
000006,2016-08-03,385.5,4.0
000006,2016-08-04,236.8,2.0
000006,2016-08-05,0.0,0.0
000006,2016-08-06,0.0,0.0
000006,2016-08-07,0.0,0.0
000006,2016-08-08,355.7,4.0
000006,2016-08-09,422.4,5.0
000006,2016-08-10,161.6,2.0
000006,2016-08-11,196.8,2.0
000006,2016-08-12,0.0,0.0
000006,2016-08-13,0.0,0.0
000006,2016-08-14,0.0,0.0
000006,2016-08-15,283.1,3.0
000006,2016-08-16,344.0,5.0
000006,2016-08-17,82.1,1.0
000006,2016-08-18,208.6,3.0
000006,2016-08-19,0.0,0.0
000006,2016-08-20,0.0,0.0
000006,2016-08-21,0.0,0.0
000006,2016-08-22,331.6,3.0
000006,2016-08-23,441.0,6.0
000006,2016-08-24,448.5,5.0
000006,2016-08-25,118.6,2.0
000006,2016-08-26,0.0,0.0
000006,2016-08-27,0.0,0.0
000007,2015-09-04,0.0,0.0
000007,2015-09-07,0.0,0.0
000007,2015-09-16,0.0,0.0
000007,2015-09-17,0.0,0.0
000007,2015-09-18,0.0,0.0
000007,2015-09-21,0.0,0.0
000007,2015-09-23,176.2,2.0
000007,2015-09-24,255.8,4.0
000007,2015-09-25,108.6,2.0
000007,2015-09-26,0.0,0.0
000007,2015-09-27,0.0,0.0
000007,2015-09-28,104.4,1.0
000007,2015-09-29,362.2,5.0
000007,2015-09-30,148.5,2.0
000007,2015-10-01,272.5,2.0
000007,2015-10-02,199.6,2.0
000007,2015-10-03,0.0,0.0
000007,2015-10-04,0.0,0.0
000007,2015-10-05,394.1,5.0
000007,2015-10-06,536.1,6.0
000007,2015-10-07,464.3,6.0
000007,2015-10-08,477.8,6.0
000007,2015-10-09,319.2,3.0
000007,2015-10-10,0.0,0.0
000007,2015-10-11,0.0,0.0
000007,2015-10-12,228.0,3.0
000007,2015-10-13,348.4,4.0
000007,2015-10-14,563.3,7.0
000007,2015-10-15,210.3,3.0
000007,2015-10-16,0.0,0.0
000007,2015-10-17,0.0,0.0
000007,2015-10-18,0.0,0.0
000007,2015-10-19,158.8,1.0
000007,2015-10-20,364.1,5.0
000007,2015-10-21,325.2,3.0
000007,2015-10-22,420.7,5.0
000007,2015-10-23,0.0,0.0
000007,2015-10-24,0.0,0.0
000007,2015-10-25,0.0,0.0
000007,2015-10-26,413.9,4.0
000007,2015-10-27,460.0,5.0
000007,2015-10-28,429.0,4.0
000007,2015-10-29,394.4,5.0
000007,2015-10-30,112.1,1.0
000007,2015-10-31,312.1,4.0
000007,2015-11-01,444.0,5.0
000007,2015-11-02,147.2,1.0
000007,2015-11-03,7.1,0.0
000007,2015-11-04,11.7,0.0
000007,2015-11-05,0.0,0.0
000007,2015-11-06,128.3,2.0
000007,2015-11-07,362.8,5.0
000007,2015-11-08,403.6,6.0
000007,2015-11-09,291.3,5.0
000007,2015-11-10,139.2,2.0
000007,2015-11-11,249.0,3.0
000007,2015-11-12,411.6,5.0
000007,2015-11-13,0.0,0.0
000007,2015-11-14,233.8,4.0
000007,2015-11-15,396.0,5.0
000007,2015-11-16,268.5,2.0
000007,2015-11-17,0.0,0.0
000007,2015-11-18,88.2,1.0
000007,2015-11-19,393.1,5.0
000007,2015-11-20,94.0,1.0
000007,2015-11-21,0.0,0.0
000007,2015-11-22,492.3,6.0
000007,2015-11-23,263.7,3.0
000007,2015-11-24,241.6,2.0
000007,2015-11-25,195.6,2.0
000007,2015-11-26,250.1,3.0
000007,2015-11-27,442.1,5.0
000007,2015-11-28,465.1,5.0
000007,2015-11-29,137.4,2.0
000007,2015-11-30,249.4,3.0
000007,2015-12-01,429.7,4.0
000007,2015-12-02,435.0,5.0
000007,2015-12-03,509.5,6.0
000007,2015-12-04,0.0,0.0
000007,2015-12-05,0.0,0.0
000007,2015-12-06,309.6,4.0
000007,2015-12-07,250.6,3.0
000007,2015-12-08,78.2,1.0
000007,2015-12-09,0.0,0.0
000007,2015-12-10,0.0,0.0
000007,2015-12-11,676.3,9.0
000007,2015-12-12,369.4,4.0
000007,2015-12-13,388.1,4.0
000007,2015-12-14,0.0,0.0
000007,2015-12-15,0.0,0.0
000007,2016-01-06,98.5,1.0
000007,2016-01-07,432.3,5.0
000007,2016-01-08,253.4,3.0
000007,2016-01-09,0.0,0.0
000007,2016-01-10,0.0,0.0
000007,2016-01-11,263.1,4.0
000007,2016-01-12,394.5,4.0
000007,2016-01-13,252.1,3.0
000007,2016-01-14,165.5,2.0
000007,2016-01-15,263.9,2.0
000007,2016-01-16,0.0,0.0
000007,2016-01-17,0.0,0.0
000007,2016-01-18,155.3,2.0
000007,2016-01-19,210.3,2.0
000007,2016-01-20,0.0,0.0
000007,2016-01-21,252.8,2.0
000007,2016-01-22,319.9,4.0
000007,2016-01-23,0.0,0.0
000007,2016-01-24,0.0,0.0
000007,2016-01-25,332.6,4.0
000007,2016-01-26,202.4,2.0
000007,2016-01-27,194.0,2.0
000007,2016-01-28,188.5,2.0
000007,2016-01-29,0.0,0.0
000007,2016-01-30,0.0,0.0
000007,2016-01-31,0.0,0.0
000007,2016-02-01,184.9,2.0
000007,2016-02-02,438.4,5.0
000007,2016-02-03,188.5,1.0
000007,2016-02-04,235.4,3.0
000007,2016-02-05,132.5,1.0
000007,2016-02-06,0.0,0.0
000007,2016-02-07,0.0,0.0
000007,2016-02-08,0.0,0.0
000007,2016-02-09,0.0,0.0
000007,2016-02-10,0.0,0.0
000007,2016-02-11,187.3,2.0
000007,2016-02-12,390.3,5.0
000007,2016-02-13,0.0,0.0
000007,2016-02-14,0.0,0.0
000007,2016-02-15,258.2,3.0
000007,2016-02-16,259.0,2.0
000007,2016-02-17,178.2,2.0
000007,2016-02-18,0.0,0.0
000007,2016-02-19,0.0,0.0
000007,2016-02-20,0.0,0.0
000007,2016-02-21,0.0,0.0
000007,2016-02-22,106.8,1.0
000007,2016-02-23,445.3,5.0
000007,2016-02-24,416.5,4.0
000007,2016-02-25,292.1,4.0
000007,2016-02-26,159.6,1.0
000007,2016-02-27,339.4,4.0
000007,2016-02-28,336.5,3.0
000007,2016-02-29,318.7,3.0
000007,2016-03-01,0.0,0.0
000007,2016-03-02,0.0,0.0
000007,2016-03-03,0.0,0.0
000007,2016-03-04,0.0,0.0
000007,2016-03-05,0.0,0.0
000007,2016-03-06,0.0,0.0
000007,2016-03-07,168.5,2.0
000007,2016-03-08,230.9,4.0
000007,2016-03-09,202.1,3.0
000007,2016-03-10,78.0,1.0
000007,2016-03-11,0.0,0.0
000007,2016-03-12,0.0,0.0
000007,2016-03-13,0.0,0.0
000007,2016-03-14,0.0,0.0
000007,2016-03-15,0.0,0.0
000007,2016-03-16,0.0,0.0
000007,2016-03-17,0.0,0.0
000007,2016-03-18,0.0,0.0
000007,2016-03-19,0.0,0.0
000007,2016-03-20,0.0,0.0
000007,2016-03-21,0.0,0.0
000007,2016-03-22,0.0,0.0
000007,2016-03-23,0.0,0.0
000007,2016-03-24,0.0,0.0
000007,2016-03-25,0.0,0.0
000007,2016-03-26,0.0,0.0
000007,2016-03-27,0.0,0.0
000007,2016-03-28,0.0,0.0
000007,2016-03-29,222.5,2.0
000007,2016-03-30,311.4,3.0
000007,2016-03-31,241.0,3.0
000007,2016-04-01,0.0,0.0
000007,2016-04-02,0.0,0.0
000007,2016-04-03,0.0,0.0
000007,2016-04-04,134.3,2.0
000007,2016-04-05,229.2,3.0
000007,2016-04-06,235.5,3.0
000007,2016-04-07,56.0,0.0
000007,2016-04-08,19.0,0.0
000007,2016-04-09,0.0,0.0
000007,2016-04-10,0.0,0.0
000007,2016-04-11,0.0,0.0
000007,2016-04-12,348.0,4.0
000007,2016-04-13,119.0,1.0
000007,2016-04-14,240.3,3.0
000007,2016-04-15,148.9,2.0
000007,2016-04-16,150.3,2.0
000007,2016-04-17,459.1,5.0
000007,2016-04-18,507.9,5.0
000007,2016-04-19,58.3,0.0
000007,2016-04-20,134.8,2.0
000007,2016-04-21,375.9,5.0
000007,2016-04-22,462.5,4.0
000007,2016-04-23,194.5,2.0
000007,2016-04-24,0.0,0.0
000007,2016-04-25,0.0,0.0
000007,2016-04-26,0.0,0.0
000007,2016-04-27,0.0,0.0
000007,2016-04-28,175.8,2.0
000007,2016-04-29,319.7,4.0
000007,2016-04-30,382.7,5.0
000007,2016-05-01,411.9,5.0
000007,2016-05-02,32.8,1.0
000007,2016-05-03,0.0,0.0
000007,2016-05-04,273.7,3.0
000007,2016-05-05,304.0,4.0
000007,2016-05-06,251.5,3.0
000007,2016-05-07,0.0,0.0
000007,2016-05-08,0.0,0.0
000007,2016-05-09,204.8,2.0
000007,2016-05-10,208.0,3.0
000007,2016-05-11,395.8,4.0
000007,2016-05-12,204.7,3.0
000007,2016-05-13,0.0,0.0
000007,2016-05-14,0.0,0.0
000007,2016-05-15,0.0,0.0
000007,2016-05-16,188.8,2.0
000007,2016-05-17,294.2,4.0
000007,2016-05-18,380.9,5.0
000007,2016-05-19,351.1,5.0
000007,2016-05-20,109.2,1.0
000007,2016-05-21,0.0,0.0
000007,2016-05-22,0.0,0.0
000007,2016-05-23,0.0,0.0
000007,2016-05-24,291.6,3.0
000007,2016-05-25,153.3,2.0
000007,2016-05-26,718.4,8.0
000007,2016-05-27,382.0,5.0
000007,2016-05-28,0.0,0.0
000007,2016-05-29,0.0,0.0
000007,2016-05-30,123.4,2.0
000007,2016-05-31,344.0,4.0
000007,2016-06-01,263.4,4.0
000007,2016-06-02,0.0,0.0
000007,2016-06-03,0.0,0.0
000007,2016-06-04,0.0,0.0
000007,2016-06-05,0.0,0.0
000007,2016-06-06,232.5,3.0
000007,2016-06-07,249.5,4.0
000007,2016-06-08,143.1,1.0
000007,2016-06-09,404.6,5.0
000007,2016-06-10,290.3,4.0
000007,2016-06-11,388.0,4.0
000007,2016-06-12,309.3,3.0
000007,2016-06-13,8.0,0.0
000007,2016-06-14,22.7,1.0
000007,2016-06-15,70.6,1.0
000007,2016-06-16,240.1,3.0
000007,2016-06-17,168.1,2.0
000007,2016-06-18,311.4,4.0
000007,2016-06-19,564.4,6.0
000007,2016-06-20,450.6,4.0
000007,2016-06-21,407.0,6.0
000007,2016-06-22,201.8,3.0
000007,2016-06-23,339.7,5.0
000007,2016-06-24,433.3,5.0
000007,2016-06-25,380.2,4.0
000007,2016-06-26,492.7,6.0
000007,2016-06-27,123.9,2.0
000007,2016-06-28,276.9,4.0
000007,2016-06-29,323.9,5.0
000007,2016-06-30,137.5,1.0
000007,2016-07-01,319.6,4.0
000007,2016-07-02,0.0,0.0
000007,2016-07-03,0.0,0.0
000007,2016-07-04,72.1,1.0
000007,2016-07-05,503.0,6.0
000007,2016-07-06,455.8,5.0
000007,2016-07-07,395.0,6.0
000007,2016-07-08,332.2,3.0
000007,2016-07-09,323.4,5.0
000007,2016-07-10,403.9,5.0
000007,2016-07-11,460.4,5.0
000007,2016-07-12,0.0,0.0
000007,2016-07-13,0.0,0.0
000007,2016-07-14,0.0,0.0
000007,2016-07-15,0.0,0.0
000007,2016-07-16,0.0,0.0
000007,2016-07-17,0.0,0.0
000007,2016-07-18,296.4,5.0
000007,2016-07-19,483.9,6.0
000007,2016-07-20,408.2,6.0
000007,2016-07-21,0.0,0.0
000007,2016-07-22,0.0,0.0
000007,2016-07-23,0.0,0.0
000007,2016-07-24,0.0,0.0
000007,2016-07-25,162.1,2.0
000007,2016-07-26,418.5,5.0
000007,2016-07-27,333.2,4.0
000007,2016-07-28,463.7,5.0
000007,2016-07-29,116.5,1.0
000007,2016-07-30,0.0,0.0
000007,2016-07-31,0.0,0.0
000007,2016-08-01,287.4,4.0
000007,2016-08-02,445.6,5.0
000007,2016-08-03,342.4,4.0
000007,2016-08-04,63.6,1.0
000007,2016-08-05,0.0,0.0
000007,2016-08-06,0.0,0.0
000007,2016-08-07,0.0,0.0
000007,2016-08-08,273.0,3.0
000007,2016-08-09,378.3,5.0
000007,2016-08-10,300.2,3.0
000007,2016-08-11,0.0,0.0
000007,2016-08-12,0.0,0.0
000007,2016-08-13,0.0,0.0
000007,2016-08-14,0.0,0.0
000007,2016-08-15,0.0,0.0
000007,2016-08-16,0.0,0.0
000007,2016-08-17,0.0,0.0
000007,2016-08-18,0.0,0.0
000007,2016-08-19,0.0,0.0
000007,2016-08-20,0.0,0.0
000007,2016-08-21,0.0,0.0
000007,2016-08-22,0.0,0.0
000007,2016-08-23,0.0,0.0
000007,2016-08-24,175.7,2.0
000007,2016-08-25,451.4,4.0
000007,2016-08-26,552.3,6.0
000007,2016-08-27,110.2,1.0
000008,2015-09-16,32.1,0.0
000008,2015-09-17,0.0,0.0
000008,2015-09-18,0.0,0.0
000008,2015-09-19,0.0,0.0
000008,2015-09-20,0.0,0.0
000008,2015-09-21,0.0,0.0
000008,2015-09-22,0.0,0.0
000008,2015-09-23,0.0,0.0
000008,2015-09-24,0.0,0.0
000008,2015-09-25,0.0,0.0
000008,2015-09-26,0.0,0.0
000008,2015-09-27,0.0,0.0
000008,2015-09-28,0.0,0.0
000008,2015-09-29,0.0,0.0
000008,2015-09-30,0.0,0.0
000008,2015-10-01,0.0,0.0
000008,2015-10-02,0.0,0.0
000008,2015-10-07,0.0,0.0
000008,2015-10-09,0.0,0.0
000008,2015-10-10,0.0,0.0
000008,2015-10-11,0.0,0.0
000008,2015-10-12,0.0,0.0
000008,2015-10-13,0.0,0.0
000008,2015-10-14,99.1,1.0
000008,2015-10-15,197.3,2.0
000008,2015-10-16,59.8,1.0
000008,2015-10-17,0.0,0.0
000008,2015-10-18,0.0,0.0
000008,2015-10-19,0.0,0.0
000008,2015-10-20,137.5,2.0
000008,2015-10-21,247.4,3.0
000008,2015-10-22,316.7,4.0
000008,2015-10-23,166.7,3.0
000008,2015-10-24,0.0,0.0
000008,2015-10-25,0.0,0.0
000008,2015-10-26,0.0,0.0
000008,2015-10-27,265.1,3.0
000008,2015-10-28,279.8,3.0
000008,2015-10-29,256.3,4.0
000008,2015-10-30,235.6,3.0
000008,2015-10-31,232.4,4.0
000008,2015-11-01,0.0,0.0
000008,2015-11-02,228.9,3.0
000008,2015-11-03,189.1,3.0
000008,2015-11-04,220.5,2.0
000008,2015-11-05,162.2,2.0
000008,2015-11-06,44.4,1.0
000008,2015-11-07,0.0,0.0
000008,2015-11-08,0.0,0.0
000008,2015-11-09,0.0,0.0
000008,2015-11-10,0.0,0.0
000008,2015-11-11,265.9,4.0
000008,2015-11-12,0.0,0.0
000008,2015-11-13,173.3,2.0
000008,2015-11-14,0.0,0.0
000008,2015-11-15,240.1,4.0
000008,2015-11-16,278.0,4.0
000008,2015-11-17,0.0,0.0
000008,2015-11-18,0.0,0.0
000008,2015-11-19,0.0,0.0
000008,2015-11-20,0.0,0.0
000008,2015-11-21,0.0,0.0
000008,2015-11-22,0.0,0.0
000008,2015-11-23,0.0,0.0
000008,2015-11-24,0.0,0.0
000008,2015-11-25,0.0,0.0
000008,2015-11-26,0.0,0.0
000008,2015-11-27,0.0,0.0
000008,2015-11-28,0.0,0.0
000008,2015-11-29,0.0,0.0
000008,2015-11-30,0.0,0.0
000008,2015-12-01,0.0,0.0
000008,2015-12-02,0.0,0.0
000008,2015-12-03,0.0,0.0
000008,2015-12-04,0.0,0.0
000008,2015-12-05,0.0,0.0
000008,2015-12-06,0.0,0.0
000008,2015-12-07,0.0,0.0
000008,2015-12-08,0.0,0.0
000008,2015-12-09,0.0,0.0
000008,2015-12-10,0.0,0.0
000008,2015-12-11,0.0,0.0
000008,2015-12-12,0.0,0.0
000008,2015-12-13,0.0,0.0
000008,2015-12-14,0.0,0.0
000008,2015-12-15,0.0,0.0
000008,2015-12-16,0.0,0.0
000008,2015-12-17,0.0,0.0
000008,2015-12-18,0.0,0.0
000008,2015-12-19,0.0,0.0
000008,2015-12-20,0.0,0.0
000008,2015-12-21,0.0,0.0
000008,2015-12-22,0.0,0.0
000008,2015-12-23,0.0,0.0
000008,2015-12-24,0.0,0.0
000008,2015-12-25,0.0,0.0
000008,2015-12-26,0.0,0.0
000008,2015-12-27,0.0,0.0
000008,2015-12-28,0.0,0.0
000008,2015-12-29,0.0,0.0
000008,2015-12-30,0.0,0.0
000008,2015-12-31,0.0,0.0
000008,2016-01-01,0.0,0.0
000008,2016-01-02,0.0,0.0
000008,2016-01-03,0.0,0.0
000008,2016-01-04,0.0,0.0
000008,2016-01-05,0.0,0.0
000008,2016-01-06,0.0,0.0
000008,2016-01-07,0.0,0.0
000008,2016-01-08,0.0,0.0
000008,2016-01-09,0.0,0.0
000008,2016-01-10,0.0,0.0
000008,2016-01-11,0.0,0.0
000008,2016-01-12,0.0,0.0
000008,2016-01-13,0.0,0.0
000008,2016-01-14,0.0,0.0
000008,2016-01-15,0.0,0.0
000008,2016-01-16,0.0,0.0
000008,2016-01-17,0.0,0.0
000008,2016-01-18,0.0,0.0
