equipment,date,variable1,variable2
000013,2016-01-30,0.0,0.0
000013,2016-01-31,0.0,0.0
000013,2016-02-01,0.0,0.0
000013,2016-02-02,0.0,0.0
000013,2016-02-03,0.0,0.0
000013,2016-02-04,0.0,0.0
000013,2016-02-05,0.0,0.0
000013,2016-02-06,0.0,0.0
000013,2016-02-07,0.0,0.0
000013,2016-02-08,0.0,0.0
000013,2016-02-09,0.0,0.0
000013,2016-02-10,0.0,0.0
000013,2016-02-11,0.0,0.0
000013,2016-02-12,0.0,0.0
000013,2016-02-13,0.0,0.0
000013,2016-02-14,0.0,0.0
000013,2016-02-15,0.0,0.0
000013,2016-02-16,0.0,0.0
000013,2016-02-17,0.0,0.0
000013,2016-02-18,0.0,0.0
000013,2016-02-19,0.0,0.0
000013,2016-02-20,0.0,0.0
000013,2016-02-21,0.0,0.0
000013,2016-02-22,0.0,0.0
000013,2016-02-23,0.0,0.0
000013,2016-02-24,0.0,0.0
000013,2016-02-25,0.0,0.0
000013,2016-02-26,0.0,0.0
000013,2016-02-27,0.0,0.0
000013,2016-02-28,0.0,0.0
000013,2016-02-29,0.0,0.0
000013,2016-03-01,0.0,0.0
000013,2016-03-02,0.0,0.0
000013,2016-03-03,0.0,0.0
000013,2016-03-04,0.0,0.0
000013,2016-03-05,0.0,0.0
000013,2016-03-06,0.0,0.0
000013,2016-03-07,0.0,0.0
000013,2016-03-08,0.0,0.0
000013,2016-03-09,0.0,0.0
000013,2016-03-10,0.0,0.0
000013,2016-03-11,0.0,0.0
000013,2016-03-12,0.0,0.0
000013,2016-03-13,0.0,0.0
000013,2016-03-14,0.0,0.0
000013,2016-03-15,0.0,0.0
000013,2016-03-16,0.0,0.0
000013,2016-03-17,0.0,0.0
000013,2016-03-18,0.0,0.0
000013,2016-03-19,0.0,0.0
000013,2016-03-20,0.0,0.0
000013,2016-03-21,0.0,0.0
000013,2016-03-22,0.0,0.0
000013,2016-03-23,0.0,0.0
000013,2016-03-24,0.0,0.0
000013,2016-03-25,0.0,0.0
000013,2016-03-26,0.0,0.0
000013,2016-03-27,0.0,0.0
000013,2016-03-28,0.0,0.0
000013,2016-03-29,0.0,0.0
000013,2016-03-30,0.0,0.0
000013,2016-03-31,0.0,0.0
000013,2016-04-01,0.0,0.0
000013,2016-04-02,0.0,0.0
000013,2016-04-03,0.0,0.0
000013,2016-04-04,0.0,0.0
000013,2016-04-05,0.0,0.0
000013,2016-04-06,0.0,0.0
000013,2016-04-07,0.0,0.0
000013,2016-04-08,0.0,0.0
000013,2016-04-09,0.0,0.0
000013,2016-04-10,0.0,0.0
000013,2016-04-11,0.0,0.0
000013,2016-04-12,0.0,0.0
000013,2016-04-13,0.0,0.0
000013,2016-04-14,0.0,0.0
000013,2016-04-15,0.0,0.0
000013,2016-04-16,0.0,0.0
000013,2016-04-17,0.0,0.0
000013,2016-04-18,0.0,0.0
000013,2016-04-19,0.0,0.0
000013,2016-04-20,0.0,0.0
000013,2016-04-21,0.0,0.0
000013,2016-04-22,0.0,0.0
000013,2016-04-23,0.0,0.0
000013,2016-04-24,0.0,0.0
000013,2016-04-25,0.0,0.0
000013,2016-04-26,0.0,0.0
000013,2016-04-27,0.0,0.0
000013,2016-04-28,0.0,0.0
000013,2016-04-29,0.0,0.0
000013,2016-04-30,0.0,0.0
000013,2016-05-01,0.0,0.0
000013,2016-05-02,0.0,0.0
000013,2016-05-03,0.0,0.0
000013,2016-05-04,0.0,0.0
000013,2016-05-05,0.0,0.0
000013,2016-05-06,0.0,0.0
000013,2016-05-07,0.0,0.0
000013,2016-05-08,0.0,0.0
000013,2016-05-09,0.0,0.0
000013,2016-05-10,0.0,0.0
000013,2016-05-11,0.0,0.0
000013,2016-05-12,0.0,0.0
000013,2016-05-13,0.0,0.0
000013,2016-05-14,0.0,0.0
000013,2016-05-15,0.0,0.0
000013,2016-05-16,0.0,0.0
000013,2016-05-17,0.0,0.0
000013,2016-05-18,0.0,0.0
000013,2016-05-19,0.0,0.0
000013,2016-05-20,0.0,0.0
000013,2016-05-21,0.0,0.0
000013,2016-05-22,0.0,0.0
000013,2016-05-23,0.0,0.0
000013,2016-05-24,0.0,0.0
000013,2016-05-25,0.0,0.0
000013,2016-05-26,0.0,0.0
000013,2016-05-27,0.0,0.0
000013,2016-05-28,0.0,0.0
000013,2016-05-29,0.0,0.0
000013,2016-05-30,0.0,0.0
000013,2016-05-31,0.0,0.0
000013,2016-06-01,0.0,0.0
000013,2016-06-02,0.0,0.0
000013,2016-06-03,0.0,0.0
000013,2016-06-04,0.0,0.0
000013,2016-06-05,0.0,0.0
000013,2016-06-06,0.0,0.0
000013,2016-06-07,0.0,0.0
000013,2016-06-08,0.0,0.0
000013,2016-06-09,0.0,0.0
000013,2016-06-10,0.0,0.0
000013,2016-06-11,0.0,0.0
000013,2016-06-12,0.0,0.0
000013,2016-06-13,0.0,0.0
000013,2016-06-14,0.0,0.0
000013,2016-06-15,0.0,0.0
000013,2016-06-16,0.0,0.0
000013,2016-06-17,0.0,0.0
000013,2016-06-18,0.0,0.0
000013,2016-06-19,0.0,0.0
000013,2016-06-20,0.0,0.0
000013,2016-06-21,0.0,0.0
000013,2016-06-22,0.0,0.0
000013,2016-06-23,0.0,0.0
000013,2016-06-24,0.0,0.0
000013,2016-06-25,0.0,0.0
000013,2016-06-26,0.0,0.0
000013,2016-06-27,0.0,0.0
000013,2016-06-28,0.0,0.0
000013,2016-06-29,0.0,0.0
000013,2016-06-30,0.0,0.0
000013,2016-07-01,0.0,0.0
000013,2016-07-02,0.0,0.0
000013,2016-07-03,0.0,0.0
000013,2016-07-04,0.0,0.0
000013,2016-07-05,0.0,0.0
000013,2016-07-06,0.0,0.0
000013,2016-07-07,0.0,0.0
000013,2016-07-08,0.0,0.0
000013,2016-07-09,0.0,0.0
000013,2016-07-10,0.0,0.0
000013,2016-07-11,0.0,0.0
000013,2016-07-12,0.0,0.0
000013,2016-07-13,0.0,0.0
000013,2016-07-14,0.0,0.0
000013,2016-07-15,0.0,0.0
000013,2016-07-16,0.0,0.0
000013,2016-07-17,0.0,0.0
000013,2016-07-18,0.0,0.0
000013,2016-07-19,0.0,0.0
000013,2016-07-20,0.0,0.0
000013,2016-07-21,0.0,0.0
000013,2016-07-22,0.0,0.0
000013,2016-07-23,0.0,0.0
000013,2016-07-24,0.0,0.0
000013,2016-07-25,0.0,0.0
000013,2016-07-26,0.0,0.0
000013,2016-07-27,0.0,0.0
000013,2016-07-28,0.0,0.0
000013,2016-07-29,0.0,0.0
000013,2016-07-30,0.0,0.0
000013,2016-07-31,0.0,0.0
000013,2016-08-01,0.0,0.0
000013,2016-08-02,0.0,0.0
000013,2016-08-03,0.0,0.0
000013,2016-08-04,0.0,0.0
000013,2016-08-05,0.0,0.0
000013,2016-08-06,0.0,0.0
000013,2016-08-07,0.0,0.0
000013,2016-08-08,0.0,0.0
000013,2016-08-09,0.0,0.0
000013,2016-08-10,0.0,0.0
000013,2016-08-11,0.0,0.0
000013,2016-08-12,0.0,0.0
000013,2016-08-13,0.0,0.0
000013,2016-08-14,0.0,0.0
000013,2016-08-15,0.0,0.0
000013,2016-08-16,0.0,0.0
000013,2016-08-17,0.0,0.0
000013,2016-08-18,0.0,0.0
000013,2016-08-19,0.0,0.0
000013,2016-08-20,0.0,0.0
000013,2016-08-21,0.0,0.0
000013,2016-08-22,0.0,0.0
000013,2016-08-23,0.0,0.0
000013,2016-08-24,0.0,0.0
000013,2016-08-25,0.0,0.0
000013,2016-08-26,0.0,0.0
000013,2016-08-27,0.0,0.0
000014,2015-09-29,5.95,27.5
000014,2015-09-30,11.5,174.5
000014,2015-10-01,6.95,82.5
000014,2015-10-02,0.0,0.0
000014,2015-10-03,0.0,0.0
000014,2015-10-04,0.0,0.0
000014,2015-10-05,10.2,129.0
000014,2015-10-06,11.65,144.5
000014,2015-10-07,10.55,103.0
000014,2015-10-08,7.0,68.5
000014,2015-10-09,0.0,0.0
000014,2015-10-10,0.0,0.0
000014,2015-10-11,0.0,0.0
000014,2015-10-12,11.75,123.0
000014,2015-10-13,11.75,141.0
000014,2015-10-14,10.65,104.0
000014,2015-10-15,3.8,18.0
000014,2015-10-16,0.0,0.0
000014,2015-10-17,0.0,0.0
000014,2015-10-18,0.0,0.0
000014,2015-10-19,8.15,58.0
000014,2015-10-20,7.35,20.5
000014,2015-10-21,11.55,81.0
000014,2015-10-22,7.0,61.0
000014,2015-10-23,0.0,0.0
000014,2015-10-24,0.0,0.0
000014,2015-10-25,0.0,0.0
000014,2015-10-26,11.7,95.5
000014,2015-10-27,11.8,89.5
000014,2015-10-28,8.65,61.5
000014,2015-10-29,2.3,9.0
000014,2015-10-30,0.0,0.0
000014,2015-10-31,0.0,0.0
000014,2015-11-01,0.0,0.0
000014,2015-11-02,1.4,5.0
000014,2015-11-03,0.0,0.0
000014,2015-11-04,9.7,61.5
000014,2015-11-05,5.9,58.5
000014,2015-11-06,0.0,0.0
000014,2015-11-07,0.0,0.0
000014,2015-11-08,0.0,0.0
000014,2015-11-09,10.2,85.0
000014,2015-11-10,11.05,112.0
000014,2015-11-11,11.0,116.5
000014,2015-11-12,7.5,68.0
000014,2015-11-13,0.0,0.0
000014,2015-11-14,0.0,0.0
000014,2015-11-15,0.0,0.0
000014,2015-11-16,11.35,130.5
000014,2015-11-17,5.15,49.5
000014,2015-11-18,0.0,0.0
000014,2015-11-19,0.0,0.0
000014,2015-11-20,0.0,0.0
000014,2015-11-21,0.0,0.0
000014,2015-11-22,0.0,0.0
000014,2015-11-23,0.0,0.0
000014,2015-11-24,0.0,0.0
000014,2015-11-25,0.0,0.0
000014,2015-11-26,0.0,0.0
000014,2015-11-27,0.0,0.0
000014,2015-11-28,0.0,0.0
000014,2015-11-29,0.0,0.0
000014,2015-11-30,0.0,0.0
000014,2015-12-01,0.0,0.0
000014,2015-12-02,0.0,0.0
000014,2015-12-03,0.0,0.0
000014,2015-12-04,0.0,0.0
000014,2015-12-05,0.0,0.0
000014,2015-12-06,0.0,0.0
000014,2015-12-07,0.0,0.0
000014,2015-12-08,0.0,0.0
000014,2015-12-09,0.0,0.0
000014,2015-12-10,0.0,0.0
000014,2015-12-11,0.0,0.0
000014,2015-12-12,0.0,0.0
000014,2015-12-13,0.0,0.0
000014,2015-12-14,0.0,0.0
000014,2015-12-15,0.0,0.0
000014,2015-12-16,0.0,0.0
000014,2015-12-17,0.0,0.0
000014,2015-12-18,0.0,0.0
000014,2015-12-19,0.0,0.0
000014,2015-12-20,0.0,0.0
000014,2015-12-21,0.0,0.0
000014,2015-12-22,0.0,0.0
000014,2015-12-23,0.0,0.0
000014,2015-12-24,0.0,0.0
000014,2015-12-25,0.0,0.0
000014,2015-12-26,0.0,0.0
000014,2015-12-27,0.0,0.0
000014,2015-12-28,0.0,0.0
000014,2015-12-29,0.0,0.0
000014,2015-12-30,0.0,0.0
000014,2015-12-31,0.0,0.0
000014,2016-01-01,0.0,0.0
000014,2016-01-02,0.0,0.0
000014,2016-01-03,0.0,0.0
000014,2016-01-04,0.0,0.0
000014,2016-01-05,0.0,0.0
000014,2016-01-06,0.0,0.0
000014,2016-01-07,0.0,0.0
000014,2016-01-08,0.0,0.0
000014,2016-01-09,0.0,0.0
000014,2016-01-10,0.0,0.0
000014,2016-01-11,0.0,0.0
000014,2016-01-12,0.0,0.0
000014,2016-01-13,0.0,0.0
000014,2016-01-14,0.0,0.0
000014,2016-01-15,0.0,0.0
000014,2016-01-16,0.0,0.0
000014,2016-01-17,0.0,0.0
000014,2016-01-18,0.0,0.0
000014,2016-01-19,0.0,0.0
000014,2016-01-20,0.0,0.0
000014,2016-01-21,0.0,0.0
000014,2016-01-22,0.0,0.0
000014,2016-01-23,0.0,0.0
000014,2016-01-24,0.0,0.0
000014,2016-01-25,0.0,0.0
000014,2016-01-26,0.0,0.0
000014,2016-01-27,0.0,0.0
000014,2016-01-28,0.0,0.0
000014,2016-01-29,0.0,0.0
000014,2016-01-30,0.0,0.0
000014,2016-01-31,0.0,0.0
000014,2016-02-01,0.0,0.0
000014,2016-02-02,0.0,0.0
000014,2016-02-03,0.0,0.0
000014,2016-02-04,0.0,0.0
000014,2016-02-05,0.0,0.0
000014,2016-02-06,0.0,0.0
000014,2016-02-07,0.0,0.0
000014,2016-02-08,0.0,0.0
000014,2016-02-09,0.0,0.0
000014,2016-02-10,0.0,0.0
000014,2016-02-11,0.0,0.0
000014,2016-02-12,0.0,0.0
000014,2016-02-13,0.0,0.0
000014,2016-02-14,0.0,0.0
000014,2016-02-15,0.0,0.0
000014,2016-02-16,0.0,0.0
000014,2016-02-17,0.0,0.0
000014,2016-02-18,0.0,0.0
000014,2016-02-19,0.0,0.0
000014,2016-02-20,0.0,0.0
000014,2016-02-21,0.0,0.0
000014,2016-02-22,0.0,0.0
000014,2016-02-23,0.0,0.0
000014,2016-02-24,0.0,0.0
000014,2016-02-25,0.0,0.0
000014,2016-02-26,0.0,0.0
000014,2016-02-27,0.0,0.0
000014,2016-02-28,0.0,0.0
000014,2016-02-29,0.0,0.0
000014,2016-03-01,0.0,0.0
000014,2016-03-02,0.0,0.0
000014,2016-03-03,0.0,0.0
000014,2016-03-04,0.0,0.0
000014,2016-03-05,0.0,0.0
000014,2016-03-06,0.0,0.0
000014,2016-03-07,0.0,0.0
000014,2016-03-08,0.0,0.0
000014,2016-03-09,0.0,0.0
000014,2016-03-10,0.0,0.0
000014,2016-03-11,0.0,0.0
000014,2016-03-12,0.0,0.0
000014,2016-03-13,0.0,0.0
000014,2016-03-14,0.0,0.0
000014,2016-03-15,0.0,0.0
000014,2016-03-16,0.0,0.0
000014,2016-03-17,0.0,0.0
000014,2016-03-18,0.0,0.0
000014,2016-03-19,0.0,0.0
000014,2016-03-20,0.0,0.0
000014,2016-03-21,0.0,0.0
000014,2016-03-22,0.0,0.0
000014,2016-03-23,0.0,0.0
000014,2016-03-24,0.0,0.0
000014,2016-03-25,0.0,0.0
000014,2016-03-26,0.0,0.0
000014,2016-03-27,0.0,0.0
000014,2016-03-28,0.0,0.0
000014,2016-03-29,0.0,0.0
000014,2016-03-30,0.0,0.0
000014,2016-03-31,0.0,0.0
000014,2016-04-01,0.0,0.0
000014,2016-04-02,0.0,0.0
000014,2016-04-03,0.0,0.0
000014,2016-04-04,0.0,0.0
000014,2016-04-05,0.0,0.0
000014,2016-04-06,0.0,0.0
000014,2016-04-07,0.0,0.0
000014,2016-04-08,0.0,0.0
000014,2016-04-09,0.0,0.0
000014,2016-04-10,0.0,0.0
000014,2016-04-11,0.0,0.0
000014,2016-04-12,0.0,0.0
000014,2016-04-13,0.0,0.0
000014,2016-04-14,0.0,0.0
000014,2016-04-15,0.0,0.0
000014,2016-04-16,0.0,0.0
000014,2016-04-17,0.0,0.0
000014,2016-04-18,0.0,0.0
000014,2016-04-19,0.0,0.0
000014,2016-04-20,0.0,0.0
000014,2016-04-21,0.0,0.0
000014,2016-04-22,0.0,0.0
000014,2016-04-23,0.0,0.0
000014,2016-04-24,0.0,0.0
000014,2016-04-25,0.0,0.0
000014,2016-04-26,0.0,0.0
000014,2016-04-27,0.0,0.0
000014,2016-04-28,0.0,0.0
000014,2016-04-29,0.0,0.0
000014,2016-04-30,0.0,0.0
000014,2016-05-01,0.0,0.0
000014,2016-05-02,0.0,0.0
000014,2016-05-03,0.0,0.0
000014,2016-05-04,0.0,0.0
000014,2016-05-05,0.0,0.0
000014,2016-05-06,0.0,0.0
000014,2016-05-07,0.0,0.0
000014,2016-05-08,0.0,0.0
000014,2016-05-09,0.0,0.0
000014,2016-05-10,0.0,0.0
000014,2016-05-11,0.0,0.0
000014,2016-05-12,0.0,0.0
000014,2016-05-13,0.0,0.0
000014,2016-05-14,0.0,0.0
000014,2016-05-15,0.0,0.0
000014,2016-05-16,0.0,0.0
000014,2016-05-17,0.0,0.0
000014,2016-05-18,0.0,0.0
000014,2016-05-19,0.0,0.0
000014,2016-05-20,0.0,0.0
000014,2016-05-21,0.0,0.0
000014,2016-05-22,0.0,0.0
000014,2016-05-23,787.45,8257.0
000014,2016-05-24,9.4,90.5
000014,2016-05-25,11.65,100.5
000014,2016-05-26,6.4,71.5
000014,2016-05-27,0.0,0.0
000014,2016-05-28,0.0,0.0
000014,2016-05-29,0.0,0.0
000014,2016-05-30,11.6,104.5
000014,2016-05-31,11.6,110.0
000014,2016-06-01,11.75,97.0
000014,2016-06-02,6.2,57.5
000014,2016-06-03,0.0,0.0
000014,2016-06-04,0.0,0.0
000014,2016-06-05,0.0,0.0
000014,2016-06-06,0.0,0.0
000014,2016-06-07,11.85,88.5
000014,2016-06-08,11.6,98.0
000014,2016-06-09,8.5,60.0
000014,2016-06-10,0.0,0.0
000014,2016-06-11,0.0,0.0
000014,2016-06-12,0.0,0.0
000014,2016-06-13,11.75,75.5
000014,2016-06-14,11.75,65.0
000014,2016-06-15,11.6,102.5
000014,2016-06-16,2.5,7.0
000014,2016-06-17,0.0,0.0
000014,2016-06-18,0.0,0.0
000014,2016-06-19,0.0,0.0
000014,2016-06-20,2.95,6.5
000014,2016-06-21,11.6,89.0
000014,2016-06-22,8.25,82.5
000014,2016-06-23,0.0,0.0
000014,2016-06-24,0.0,0.0
000014,2016-06-25,0.0,0.0
000014,2016-06-26,0.0,0.0
000014,2016-06-27,11.7,90.5
000014,2016-06-28,11.7,99.0
000014,2016-06-29,11.65,75.5
000014,2016-06-30,5.0,33.0
000014,2016-07-01,0.0,0.0
000014,2016-07-02,0.0,0.0
000014,2016-07-03,0.0,0.0
000014,2016-07-04,0.0,0.0
000014,2016-07-05,0.0,0.0
000014,2016-07-06,0.0,0.0
000014,2016-07-07,0.0,0.0
000014,2016-07-08,0.0,0.0
000014,2016-07-09,0.0,0.0
000014,2016-07-10,0.0,0.0
000014,2016-07-11,0.2,0.0
000014,2016-07-12,0.0,0.0
000014,2016-07-13,0.0,0.0
000014,2016-07-14,0.0,0.0
000014,2016-07-15,0.0,0.0
000014,2016-07-16,0.0,0.0
000014,2016-07-17,0.0,0.0
000014,2016-07-18,0.0,0.0
000014,2016-07-19,0.0,0.0
000014,2016-07-20,0.0,0.0
000014,2016-07-21,0.0,0.0
000014,2016-07-22,0.0,0.0
000014,2016-07-23,0.0,0.0
000014,2016-07-24,0.0,0.0
000014,2016-07-25,0.0,0.0
000014,2016-07-26,0.0,0.0
000014,2016-07-27,0.0,0.0
000014,2016-07-28,0.0,0.0
000014,2016-07-29,0.0,0.0
000014,2016-07-30,0.0,0.0
000014,2016-07-31,0.0,0.0
000014,2016-08-01,11.5,97.5
000014,2016-08-02,12.05,132.0
000014,2016-08-03,10.4,75.0
000014,2016-08-04,5.1,38.5
000014,2016-08-05,0.0,
000014,2016-08-06,0.0,
000014,2016-08-07,0.0,
000014,2016-08-08,0.0,
000014,2016-08-09,0.0,
000014,2016-08-10,0.0,
000014,2016-08-11,0.0,
000014,2016-08-12,0.0,
000014,2016-08-13,0.0,
000014,2016-08-14,0.0,
000014,2016-08-15,0.0,
000014,2016-08-16,0.0,
000014,2016-08-17,0.0,
000014,2016-08-18,0.0,
000014,2016-08-19,0.0,
000014,2016-08-20,0.0,
000014,2016-08-21,0.0,
000014,2016-08-22,0.0,
000014,2016-08-23,0.0,
000014,2016-08-24,0.0,
000014,2016-08-25,0.0,
000014,2016-08-26,0.0,
000014,2016-08-27,0.0,
000015,2015-10-02,0.25,0.0
000015,2015-10-03,0.0,0.0
000015,2015-10-04,0.0,0.0
000015,2015-10-05,0.2,0.0
000015,2015-10-06,0.0,0.0
000015,2015-10-07,5.75,85.0
000015,2015-10-08,10.7,145.0
000015,2015-10-09,0.0,0.0
000015,2015-10-10,0.0,0.0
000015,2015-10-11,0.0,0.0
000015,2015-10-12,5.85,85.5
000015,2015-10-13,10.15,130.5
000015,2015-10-14,4.9,44.0
000015,2015-10-15,4.0,26.0
000015,2015-10-16,5.0,96.0
000015,2015-10-17,0.0,0.0
000015,2015-10-18,0.0,0.0
000015,2015-10-19,11.2,208.5
000015,2015-10-20,7.1,86.5
000015,2015-10-21,8.65,75.5
000015,2015-10-22,11.55,149.0
000015,2015-10-23,8.35,96.0
000015,2015-10-24,0.0,0.0
000015,2015-10-25,0.0,0.0
000015,2015-10-26,8.15,101.5
000015,2015-10-27,10.25,137.5
000015,2015-10-28,10.5,140.0
000015,2015-10-29,10.8,135.0
000015,2015-10-30,4.45,46.0
000015,2015-10-31,11.3,149.0
000015,2015-11-01,9.5,122.0
000015,2015-11-02,10.45,114.5
000015,2015-11-03,10.0,99.5
000015,2015-11-04,7.9,105.0
000015,2015-11-05,0.0,0.0
000015,2015-11-06,7.2,75.0
000015,2015-11-07,0.0,0.0
000015,2015-11-08,0.0,0.0
000015,2015-11-09,6.0,77.5
000015,2015-11-10,8.85,88.5
000015,2015-11-11,5.95,76.5
000015,2015-11-12,7.7,72.5
000015,2015-11-13,11.3,153.0
000015,2015-11-14,10.6,173.5
000015,2015-11-15,10.65,177.5
000015,2015-11-16,9.05,98.5
000015,2015-11-17,8.85,120.5
000015,2015-11-18,9.25,105.5
000015,2015-11-19,0.0,0.0
000015,2015-11-20,0.0,0.0
000015,2015-11-21,0.0,0.0
000015,2015-11-22,0.0,0.0
000015,2015-11-23,7.85,111.5
000015,2015-11-24,4.95,41.5
000015,2015-11-25,8.35,142.5
000015,2015-11-26,10.95,156.0
000015,2015-11-27,0.0,0.0
000015,2015-11-28,0.0,0.0
000015,2015-11-29,0.0,0.0
000015,2015-11-30,9.25,149.0
000015,2015-12-01,7.5,59.0
000015,2015-12-02,3.25,28.0
000015,2016-01-04,9.15,107.5
000015,2016-01-05,10.65,137.0
000015,2016-01-06,8.95,83.5
000015,2016-01-07,4.0,54.5
000015,2016-01-08,0.0,
000015,2016-01-09,0.0,
000015,2016-01-10,0.0,
000015,2016-01-11,7.5,82.0
000015,2016-01-12,9.0,104.5
000015,2016-01-13,8.4,90.0
000015,2016-01-14,1.0,0.5
000015,2016-01-15,0.0,0.0
000015,2016-01-16,0.0,0.0
000015,2016-01-17,0.0,0.0
000015,2016-01-18,3.7,26.0
000015,2016-01-19,3.45,14.0
000015,2016-01-20,0.0,0.0
000015,2016-01-21,0.0,0.0
000015,2016-01-22,7.9,95.5
000015,2016-01-23,0.0,0.0
000015,2016-01-24,0.0,0.0
000015,2016-01-25,0.0,0.0
000015,2016-01-26,4.3,29.5
000015,2016-01-27,9.15,121.0
000015,2016-01-28,7.15,78.0
000015,2016-01-29,6.55,75.0
000015,2016-01-30,0.0,0.0
000015,2016-01-31,0.0,0.0
000015,2016-02-01,9.0,100.5
000015,2016-02-02,8.5,75.5
000015,2016-02-03,6.4,72.5
000015,2016-02-04,8.35,104.0
000015,2016-02-05,5.9,63.5
000015,2016-02-06,0.0,0.0
000015,2016-02-07,0.0,0.0
000015,2016-02-08,7.65,85.0
000015,2016-02-09,11.05,137.5
000015,2016-02-10,0.0,0.0
000015,2016-02-11,0.0,0.0
000015,2016-02-12,0.0,0.0
000015,2016-02-13,9.5,125.5
000015,2016-02-14,0.0,0.0
000015,2016-02-15,10.05,157.0
000015,2016-02-16,8.65,109.5
000015,2016-02-17,10.15,160.5
000015,2016-02-18,6.85,78.0
000015,2016-02-19,0.0,0.0
000015,2016-02-20,0.0,0.0
000015,2016-02-21,0.0,0.0
000015,2016-02-22,8.05,84.5
000015,2016-02-23,10.1,153.0
000015,2016-02-24,11.5,171.5
000015,2016-02-25,5.6,64.5
000015,2016-02-26,0.0,0.0
000015,2016-02-27,0.0,0.0
000015,2016-02-28,0.0,0.0
000015,2016-02-29,9.75,102.0
000015,2016-03-01,12.5,181.0
000015,2016-03-02,8.25,109.0
000015,2016-03-03,0.0,0.0
000015,2016-03-04,0.0,0.0
000015,2016-03-05,0.0,0.0
000015,2016-03-06,0.0,0.0
000015,2016-03-07,5.5,75.5
000015,2016-03-08,11.8,155.0
000015,2016-03-09,11.7,168.0
000015,2016-03-10,4.05,14.0
000015,2016-03-11,0.0,0.0
000015,2016-03-12,0.0,0.0
000015,2016-03-13,0.0,0.0
000015,2016-03-14,7.8,100.5
000015,2016-03-15,7.8,98.0
000015,2016-03-16,10.7,157.5
000015,2016-03-17,10.55,152.5
000015,2016-03-18,0.0,0.0
000015,2016-03-19,0.0,0.0
000015,2016-03-20,0.0,0.0
000015,2016-03-21,7.9,109.0
000015,2016-03-22,6.7,73.0
000015,2016-03-23,6.6,86.5
000015,2016-03-24,6.2,86.5
000015,2016-03-25,0.0,0.0
000015,2016-03-26,0.0,0.0
000015,2016-03-27,0.0,0.0
000015,2016-03-28,0.0,0.0
000015,2016-03-29,4.3,49.0
000015,2016-03-30,9.6,125.0
000015,2016-03-31,1.85,5.5
000015,2016-04-01,0.0,0.0
000015,2016-04-02,0.0,0.0
000015,2016-04-03,0.0,0.0
000015,2016-04-04,8.55,124.5
000015,2016-04-05,10.65,176.5
000015,2016-04-06,6.35,51.5
000015,2016-04-07,5.7,56.0
000015,2016-04-08,3.35,57.0
000015,2016-04-09,0.0,0.0
000015,2016-04-10,0.0,0.0
000015,2016-04-11,3.25,22.0
000015,2016-04-12,10.35,133.0
000015,2016-04-13,8.6,134.0
000015,2016-04-14,10.1,150.0
000015,2016-04-15,3.35,31.0
000015,2016-04-16,0.0,0.0
000015,2016-04-17,0.0,0.0
000015,2016-04-18,7.35,106.0
000015,2016-04-19,10.95,179.5
000015,2016-04-20,12.15,165.0
000015,2016-04-21,5.4,55.5
000015,2016-04-22,0.0,0.0
000015,2016-04-23,0.0,0.0
000015,2016-04-24,0.0,0.0
000015,2016-04-25,5.45,74.0
000015,2016-04-26,7.15,62.0
000015,2016-04-27,3.95,21.5
000015,2016-04-28,8.1,82.5
000015,2016-04-29,1.25,8.0
000015,2016-04-30,0.0,0.0
000015,2016-05-01,0.0,0.0
000015,2016-05-02,9.35,147.0
000015,2016-05-03,10.8,176.5
000015,2016-05-04,10.2,137.0
000015,2016-05-05,11.9,184.5
000015,2016-05-06,3.85,39.5
000015,2016-05-07,0.0,0.0
000015,2016-05-08,0.0,0.0
000015,2016-05-09,8.65,123.5
000015,2016-05-10,11.2,168.0
000015,2016-05-11,11.25,152.5
000015,2016-05-12,8.75,113.5
000015,2016-05-13,0.0,0.0
000015,2016-05-14,0.0,0.0
000015,2016-05-15,0.0,0.0
000015,2016-05-16,7.6,79.0
000015,2016-05-17,10.7,143.0
000015,2016-05-18,4.05,55.0
000015,2016-05-19,10.3,127.0
000015,2016-05-20,0.0,0.0
000015,2016-05-21,0.0,0.0
000015,2016-05-22,0.0,0.0
000015,2016-05-23,10.65,157.0
000015,2016-05-24,7.25,102.5
000015,2016-05-25,5.8,55.0
000015,2016-05-26,0.0,0.0
000015,2016-05-27,0.0,0.0
000015,2016-05-28,0.0,0.0
000015,2016-05-29,0.0,0.0
000015,2016-05-30,0.7,4.0
000015,2016-05-31,11.75,199.0
000015,2016-06-01,11.25,166.0
000015,2016-06-02,10.5,156.0
000015,2016-06-03,0.0,0.0
000015,2016-06-04,0.0,0.0
000015,2016-06-05,0.0,0.0
000015,2016-06-06,2.2,9.0
000015,2016-06-07,12.65,197.0
000015,2016-06-08,9.65,132.0
000015,2016-06-09,10.95,164.5
000015,2016-06-10,8.8,101.0
000015,2016-06-11,0.0,0.0
000015,2016-06-12,0.0,0.0
000015,2016-06-13,5.45,68.0
000015,2016-06-14,12.75,202.5
000015,2016-06-15,13.2,231.0
000015,2016-06-16,4.35,36.5
000015,2016-06-17,7.45,121.5
000015,2016-06-18,0.0,0.0
000015,2016-06-19,0.0,0.0
000015,2016-06-20,10.3,148.5
000015,2016-06-21,5.2,70.5
000015,2016-06-22,9.6,143.0
000015,2016-06-23,9.25,139.5
000015,2016-06-24,0.0,0.0
000015,2016-06-25,0.0,0.0
